HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,Vmag,IsMultiple,UpdateName
5821,0,4660,HDS 129,HDS 129,,,,,,,,0.0,
5886,0,4667,B 647,B 647,,,,,,,,0.0,
5789,283,4675,Σ 79,HD 5788/HD 5789/HIP 4675/HR 282/HR 283/SAO 36832/SAO 36833/Σ 79/Σ 79 A/Σ 79 B,,,,,,,,1.0,
5861,0,4676,Σ 81,Σ 81,,,,,,,,0.0,
5979,0,4678,HDS 130,HDS 130,,,,,,,,0.0,
6045,0,4684,HDS 131,HDS 131,,,,,,,,0.0,
5843,0,4687,YSC 172,YSC 172,,,,,,,,0.0,
5857,0,4689,A 2210,A 2210,,,,,,,,0.0,
5911,0,4702,SHY 392,SHY 392,,,,,,,,0.0,
5883,0,4705,HDS 132,HDS 132,,,,,,,,0.0,
5910,0,4711,β 234,β 234,,,,,,,,0.0,
5797,0,4717,BAG 36,BAG 36,,,,,,,,0.0,
0,0,4720,UC 487,UC 487,,,,,,,,0.0,
6013,0,4724,I 49,I 49,,,,,,,,0.0,
5929,0,4737,OCC 965,OCC 965,,,,,,,,0.0,
5917,0,4749,WIS 20,WIS 20,,,,,,,,0.0,
5851,0,4755,A 926,A 926,,,,,,,,0.0,
6042,0,4764,HU 1341,HU 1341,,,,,,,,0.0,
5971,0,4765,OCC 871,OCC 871,,,,,,,,0.0,
5988,0,4775,β 867,β 867,,,,,,,,0.0,
5890,0,4781,HU 1020,HU 1020,,,,,,,,0.0,
5955,0,4783,COU 854,COU 854,,,,,,,,0.0,
5927,0,4786,ES 45,ES 45,,,,,,,,0.0,
5839,0,4789,A 2901,A 2901,,,,,,,,0.0,
6030,0,4806,LSC 12,LSC 12,,,,,,,,0.0,
6009,0,4809,HDS 134,HDS 134,,,,,,,,0.0,
5944,0,4811,STI 1512,STI 1512,,,,,,,,0.0,
6051,0,4823,PRZ 3,PRZ 3,,,,,,,,0.0,
6157,0,4831,JKS 2,JKS 2,,,,,,,,0.0,
6094,0,4841,A 2003,A 2003,,,,,,,,0.0,
5679,0,4843,KNT 1,KNT 1,,,,,,,,0.0,
6190,0,4848,DON 1059,DON 1059,,,,,,,,0.0,
6156,0,4855,λ 10,λ 10,,,,,,,,0.0,
5786,0,4862,HDS 136,HDS 136,,,,,,,,0.0,
6121,0,4865,OCC 544,OCC 544,,,,,,,,0.0,
6093,0,4868,HO 493,HO 493,,,,,,,,0.0,
6283,0,4870,HDS 137,HDS 137,,,,,,,,0.0,
6152,0,4878,RAO 39,RAO 39,,,,,,,,0.0,
0,0,4884,OCC 872,OCC 872,,,,,,,,0.0,
0,0,4886,A 2308,A 2308,,,,,,,,0.0,
6092,0,4888,HJ 2010,HJ 2010,,,,,,,,0.0,
6084,0,4902,β 1161,β 1161,,,,,,,,0.0,
5996,0,4907,LAF 24,LAF 24,,,,,,,,0.0,
6114,289,4911,ΟΣ 21,ΟΣ 21,,,,,,,,0.0,
6174,0,4952,Σ 83,Σ 83,,,,,,,,0.0,
6317,0,4959,B 1421,B 1421,,,,,,,,0.0,
6147,0,4961,GRF 25,GRF 25,,,,,,,,0.0,
6130,292,4962,β 396,β 396,,,,,,,,0.0,
5621,0,4965,CHR 2,CHR 2,,,,,,,,0.0,
6307,0,4974,B 649,B 649,,,,,,,,0.0,
232361,0,4976,COU 2257,COU 2257,,,,,,,,0.0,
6277,0,4978,A 2004,A 2004,,,,,,,,0.0,
6354,0,4985,HJ 3415,HJ 3415,,,,,,,,0.0,
6225,0,4989,TOK 448,TOK 448,,,,,,,,0.0,
6264,0,4990,HO 213,HO 213,,,,,,,,0.0,
6367,0,4997,HDO 184,HDO 184,,,,,,,,0.0,
6286,0,5007,COU 351,COU 351,,,,,,,,0.0,
6238,0,5013,GRF 26,GRF 26,,,,,,,,0.0,
6390,0,5036,COO 274,COO 274,,,,,,,,0.0,
6403,0,5042,STN 60,STN 60,,,,,,,,0.0,
6429,0,5050,COO 5,COO 5,,,,,,,,0.0,
6321,0,5052,A 1514,A 1514,,,,,,,,0.0,
6387,0,5064,A 2310,A 2310,,,,,,,,0.0,
0,0,5077,HDS 138,HDS 138,,,,,,,,0.0,
6451,0,5093,I 443,I 443,,,,,,,,0.0,
6327,0,5100,STI 175,STI 175,,,,,,,,0.0,
6440,0,5110,Σ 87,Σ 87,,,,,,,,0.0,
6439,0,5115,AG 14,AG 14,,,,,,,,0.0,
6607,0,5126,I 708,I 708,,,,,,,,0.0,
6382,0,5139,MLR 694,MLR 694,,,,,,,,0.0,
6517,0,5140,HJ 2014,HJ 2014,,,,,,,,0.0,
6455,0,5148,HO 5,HO 5,,,,,,,,0.0,
6514,0,5154,RST 4165,RST 4165,,,,,,,,0.0,
6576,0,5157,HDS 139,HDS 139,,,,,,,,0.0,
6643,0,5167,JSP 857,JSP 857,,,,,,,,0.0,
6512,0,5176,TOK 449,TOK 449,,,,,,,,0.0,
6529,0,5181,HDS 141,HDS 141,,,,,,,,0.0,
6498,0,5182,HDS 140,HDS 140,,,,,,,,0.0,
6416,309,5186,TOK 450,TOK 450,,,,,,,,0.0,
6569,0,5191,SKF 2144,SKF 2144,,,,,,,,0.0,
0,0,5195,MLR 445,MLR 445,,,,,,,,0.0,
6448,0,5203,HJ 1066,HJ 1066,,,,,,,,0.0,
6566,0,5207,SHY 396,SHY 396,,,,,,,,0.0,
0,0,5208,HDS 142,HDS 142,,,,,,,,0.0,
6447,0,5210,MLR 90,MLR 90,,,,,,,,0.0,
6604,0,5220,β 501,β 501,,,,,,,,0.0,
7101,0,5228,HJ 3420,HJ 3420,,,,,,,,0.0,
6475,0,5232,HDS 143,HDS 143,,,,,,,,0.0,
6553,0,5243,A 931,A 931,,,,,,,,0.0,
6614,0,5244,ΟΣ 22,ΟΣ 22,,,,,,,,0.0,
6540,318,5251,H 4 66,H 4 66,,,,,,,,0.0,
6651,0,5253,Σ 91,Σ 91,,,,,,,,0.0,
236628,0,5255,STI 1537,STI 1537,,,,,,,,0.0,
6564,0,5262,HDS 145,HDS 145,,,,,,,,0.0,
6753,0,5264,HDS 146,HDS 146,,,,,,,,0.0,
6625,0,5275,HO 308,HO 308,,,,,,,,0.0,
6611,0,5276,RAO 40,RAO 40,,,,,,,,0.0,
6735,0,5280,LDS 9111,LDS 9111,,,,,,,,0.0,
6660,0,5286,LDS 9112,LDS 9112,,,,,,,,0.0,
6720,0,5291,TOK 687,TOK 687,,,,,,,,0.0,
6708,0,5295,HDS 148,HDS 148,,,,,,,,0.0,
6698,0,5297,β 1292,β 1292,,,,,,,,0.0,
6645,0,5303,β 397,β 397,,,,,,,,0.0,
6664,0,5313,RAO 41,RAO 41,,,,,,,,0.0,
6808,0,5334,B 1914,B 1914,,,,,,,,0.0,
6599,0,5340,HU 1021,HU 1021,,,,,,,,0.0,
6634,0,5341,SMA 16,SMA 16,,,,,,,,0.0,
6760,0,5350,LSC 13,LSC 13,,,,,,,,0.0,
6774,0,5362,β 502,β 502,,,,,,,,0.0,
6869,0,5363,SLR 2,SLR 2,,,,,,,,0.0,
6929,0,5378,B 651,B 651,,,,,,,,0.0,
6785,0,5379,HDS 149,HDS 149,,,,,,,,0.0,
6868,0,5383,I 262,I 262,,,,,,,,0.0,
6895,0,5399,HDS 150,HDS 150,,,,,,,,0.0,
0,0,5404,ALI 1014,ALI 1014,,,,,,,,0.0,
6865,0,5405,HJ 633,HJ 633,,,,,,,,0.0,
6864,0,5413,A 2311,A 2311,,,,,,,,0.0,
6836,0,5427,COU 78,COU 78,,,,,,,,0.0,
6996,0,5428,HU 1342,HU 1342,,,,,,,,0.0,
6958,0,5437,CPO 1,CPO 1,,,,,,,,0.0,
6886,0,5444,β 303,β 303,,,,,,,,0.0,
6859,0,5450,HO 214,HO 214,,,,,,,,0.0,
6956,0,5452,HJ 2023,HJ 2023,,,,,,,,0.0,
7066,0,5463,JSP 20,JSP 20,,,,,,,,0.0,
6993,0,5467,HDS 152,HDS 152,,,,,,,,0.0,
6967,0,5474,GWP 141,GWP 141,,,,,,,,0.0,
6978,0,5475,HDS 153,HDS 153,,,,,,,,0.0,
6872,0,5480,ΟΣ 23,ΟΣ 23,,,,,,,,0.0,
6832,0,5482,STI 195,STI 195,,,,,,,,0.0,
6963,0,5521,ENG 4,ENG 4,,,,,,,,0.0,
6840,0,5531,HDS 155,HDS 155,,,,,,,,0.0,
7047,0,5534,HJ 634,HJ 634,,,,,,,,0.0,
7123,0,5546,RST 1206,RST 1206,,,,,,,,0.0,
7018,0,5553,A 655,A 655,,,,,,,,0.0,
7129,0,5560,HDS 157,HDS 157,,,,,,,,0.0,
7135,0,5567,YSC 81,YSC 81,,,,,,,,0.0,
236644,0,5569,MLB 152,MLB 152,,,,,,,,0.0,
7197,0,5583,COO 7,COO 7,,,,,,,,0.0,
7119,0,5588,COU 147,COU 147,,,,,,,,0.0,
7128,0,5593,HDS 158,HDS 158,,,,,,,,0.0,
7072,0,5604,β 398,β 398,,,,,,,,0.0,
7195,0,5616,SKI 1,SKI 1,,,,,,,,0.0,
7114,0,5630,Σ 97,Σ 97,,,,,,,,0.0,
7293,0,5633,CPO 26,CPO 26,,,,,,,,0.0,
7234,0,5644,RST 4167,RST 4167,,,,,,,,0.0,
7325,0,5656,HDS 159,HDS 159,,,,,,,,0.0,
7102,0,5659,Σ 96,Σ 96,,,,,,,,0.0,
7312,359,5661,TOK 181,TOK 181,,,,,,,,0.0,
7169,0,5674,HDS 160,HDS 160,,,,,,,,0.0,
7229,356,5679,ΟΣ 26,ΟΣ 26,,,,,,,,0.0,
7205,0,5684,YR 20,YR 20,,,,,,,,0.0,
7382,0,5709,SHY 397,SHY 397,,,,,,,,0.0,
7470,0,5712,JSP 21,JSP 21,,,,,,,,0.0,
7267,0,5723,ES 157,ES 157,,,,,,,,0.0,
7380,0,5727,RST 2258,RST 2258,,,,,,,,0.0,
7455,0,5735,HJ 3421,HJ 3421,,,,,,,,0.0,
7503,0,5736,RST 27,RST 27,,,,,,,,0.0,
7402,0,5739,PRO 4,PRO 4,,,,,,,,0.0,
7385,0,5760,Σ 101,Σ 101,,,,,,,,0.0,
7489,0,5762,RST 1207,RST 1207,,,,,,,,0.0,
7440,0,5773,HDS 161,HDS 161,,,,,,,,0.0,
0,0,5779,RST 4169,RST 4169,,,,,,,,0.0,
7469,0,5780,B 2554,B 2554,,,,,,,,0.0,
7395,0,5783,HDS 162,HDS 162,,,,,,,,0.0,
7384,0,5795,HJ 636,HJ 636,,,,,,,,0.0,
0,0,5815,HDS 163,HDS 163,,,,,,,,0.0,
7331,0,5829,β 1100,β 1100,,,,,,,,0.0,
7693,0,5842,I 27,I 27,,,,,,,,0.0,
7608,0,5843,HJ 3422,HJ 3422,,,,,,,,0.0,
7633,0,5844,φ 79,φ 79,,,,,,,,0.0,
0,0,5852,HU 803,HU 803,,,,,,,,0.0,
7530,0,5857,HWE 2,HWE 2,,,,,,,,0.0,
7475,0,5874,HO 6,HO 6,,,,,,,,0.0,
0,0,5877,RST 1210,RST 1210,,,,,,,,0.0,
7483,0,5881,SHY 121,SHY 121,,,,,,,,0.0,
7541,0,5888,OCC 479,OCC 479,,,,,,,,0.0,
7432,0,5890,A 935,A 935,,,,,,,,0.0,
7594,0,5892,HDS 164,HDS 164,,,,,,,,0.0,
7564,0,5898,A 2102,A 2102,,,,,,,,0.0,
236677,0,5904,HDS 165,HDS 165,,,,,,,,0.0,
7719,0,5917,HDS 166,HDS 166,,,,,,,,0.0,
7389,365,5926,HDS 167,HDS 167,,,,,,,,0.0,
7443,0,5929,HDS 168,HDS 168,,,,,,,,0.0,
7651,0,5933,Σ 106,Σ 106,,,,,,,,0.0,
7590,0,5944,TOK 453,TOK 453,,,,,,,,0.0,
7406,0,5950,HJ 2028,HJ 2028,,,,,,,,0.0,
7640,0,5952,HDS 169,HDS 169,,,,,,,,0.0,
7687,0,5961,Σ 103,Σ 103,,,,,,,,0.0,
7639,0,5982,Σ 104,Σ 104,,,,,,,,0.0,
7599,0,5983,HJ 2030,HJ 2030,,,,,,,,0.0,
7786,0,5990,UC 535,UC 535,,,,,,,,0.0,
7916,380,5992,HJ 3426,HJ 3426,,,,,,,,0.0,
7776,0,5996,HWE 3,HWE 3,,,,,,,,0.0,
7736,0,6000,HDO 45,HDO 45,,,,,,,,0.0,
7735,0,6003,β 503,β 503,,,,,,,,0.0,
7783,0,6012,SKF 2145,SKF 2145,,,,,,,,0.0,
7819,0,6021,I 50,I 50,,,,,,,,0.0,
7774,0,6038,OCC 548,OCC 548,,,,,,,,0.0,
7722,0,6047,HJ 1077,HJ 1077,,,,,,,,0.0,
7826,0,6052,SKF 2146,SKF 2146,,,,,,,,0.0,
7848,0,6053,B 16,B 16,,,,,,,,0.0,
7695,0,6058,HU 520,HU 520,,,,,,,,0.0,
0,0,6062,I 709,I 709,,,,,,,,0.0,
7884,0,6066,HDS 170,HDS 170,,,,,,,,0.0,
0,0,6078,Σ 111,Σ 111,,,,,,,,0.0,
7721,0,6080,ES 119,ES 119,,,,,,,,0.0,
7709,0,6105,HDS 171,HDS 171,,,,,,,,0.0,
0,0,6111,YSC 82,YSC 82,,,,,,,,0.0,
7610,0,6114,A 814,A 814,,,,,,,,0.0,
7854,0,6127,COU 663,COU 663,,,,,,,,0.0,
7853,379,6140,Σ 108,Σ 108,,,,,,,,0.0,
7919,0,6142,BAR 2,BAR 2,,,,,,,,0.0,
7864,0,6144,ΟΣ 29,ΟΣ 29,,,,,,,,0.0,
7757,0,6156,Σ 105,Σ 105,,,,,,,,0.0,
7999,0,6157,UC 545,UC 545,,,,,,,,0.0,
7983,0,6159,ENG 5,ENG 5,,,,,,,,0.0,
8049,0,6177,B 1423,B 1423,,,,,,,,0.0,
7844,0,6181,STI 1558,STI 1558,,,,,,,,0.0,
8040,0,6182,β 1229,β 1229,,,,,,,,0.0,
7881,0,6185,HU 521,HU 521,,,,,,,,0.0,
7990,0,6195,OCC 712,OCC 712,,,,,,,,0.0,
7505,0,6198,β 1359,β 1359,,,,,,,,0.0,
8032,0,6211,A 313,A 313,,,,,,,,0.0,
8074,0,6215,SKF 1265,SKF 1265,,,,,,,,0.0,
8018,0,6216,CHR 196,CHR 196,,,,,,,,0.0,
8071,0,6234,HJ 2036,HJ 2036,,,,,,,,0.0,
7959,0,6238,HU 522,HU 522,,,,,,,,0.0,
8009,0,6240,WEI 3,WEI 3,,,,,,,,0.0,
7995,0,6247,DA 8,DA 8,,,,,,,,0.0,
8029,0,6260,HDS 173,HDS 173,,,,,,,,0.0,
8188,0,6262,HJ 3428,HJ 3428,,,,,,,,0.0,
8144,0,6267,HDS 174,HDS 174,,,,,,,,0.0,
8089,0,6268,A 2211,A 2211,,,,,,,,0.0,
8129,0,6273,TOK 203,TOK 203,,,,,,,,0.0,
8101,0,6277,OCC 925,OCC 925,,,,,,,,0.0,
8027,0,6287,HU 523,HU 523,,,,,,,,0.0,
8044,0,6292,Σ 112,Σ 112,,,,,,,,0.0,
8026,0,6295,β 782,β 782,,,,,,,,0.0,
8118,0,6297,A 2212,A 2212,,,,,,,,0.0,
8127,0,6298,AG 17,AG 17,,,,,,,,0.0,
8173,0,6305,KPP 3451,KPP 3451,,,,,,,,0.0,
8187,0,6334,β 4,β 4,,,,,,,,0.0,
0,0,6339,LDS 1096,LDS 1096,,,,,,,,0.0,
8237,0,6346,HU 417,HU 417,,,,,,,,0.0,
0,0,6350,RUC 1,RUC 1,,,,,,,,0.0,
8234,0,6360,YR 21,YR 21,,,,,,,,0.0,
8184,0,6362,COU 665,COU 665,,,,,,,,0.0,
8281,0,6367,λ 13,λ 13,,,,,,,,0.0,
8161,0,6374,A 938,A 938,,,,,,,,0.0,
8394,0,6375,HDS 177,HDS 177,,,,,,,,0.0,
8519,0,6377,I 263,I 263,,,,,,,,0.0,
8180,0,6381,HDS 176,HDS 176,,,,,,,,0.0,
8326,0,6390,LDS 2189,LDS 2189,,,,,,,,0.0,
8293,0,6391,SKF 2148,SKF 2148,,,,,,,,0.0,
8382,0,6397,B 652,B 652,,,,,,,,0.0,
0,0,6398,HDS 178,HDS 178,,,,,,,,0.0,
8267,0,6402,Σ 116,Σ 116,,,,,,,,0.0,
8291,0,6407,DEA 38,DEA 38,,,,,,,,0.0,
8350,394,6427,HJ 2043,HJ 2043,,,,,,,,0.0,
8337,0,6428,HJ 637,HJ 637,,,,,,,,0.0,
0,0,6431,β 1360,β 1360,,,,,,,,0.0,
8321,0,6439,ΟΣΣ 16,ΟΣΣ 16,,,,,,,,0.0,
8415,0,6445,HJ 3432,HJ 3432,,,,,,,,0.0,
0,0,6447,LDS 1525,LDS 1525,,,,,,,,0.0,
8358,0,6448,FMR 17,FMR 17,,,,,,,,0.0,
8389,0,6456,GAL 307,GAL 307,,,,,,,,0.0,
8517,0,6461,HDS 179,HDS 179,,,,,,,,0.0,
8413,0,6466,SKF 2149,SKF 2149,,,,,,,,0.0,
0,0,6478,RSS 48,RSS 48,,,,,,,,0.0,
8558,0,6485,CVN 35,CVN 35,,,,,,,,0.0,
8487,0,6507,SE 1,SE 1,,,,,,,,0.0,
8535,0,6511,KPP 3455,KPP 3455,,,,,,,,0.0,
8375,396,6512,CRJ 4,CRJ 4,,,,,,,,0.0,
8534,0,6515,HDO 185,HDO 185,,,,,,,,0.0,
8443,0,6521,HDS 180,HDS 180,,,,,,,,0.0,
0,0,6544,B 17,B 17,,,,,,,,0.0,
8226,0,6547,Σ 114,Σ 114,,,,,,,,0.0,
8557,0,6549,SKF 2150,SKF 2150,,,,,,,,0.0,
0,0,6555,GWP 183,GWP 183,,,,,,,,0.0,
8372,0,6562,ES 1712,ES 1712,,,,,,,,0.0,
8556,404,6564,β 1163,β 1163,,,,,,,,0.0,
8591,0,6566,YSC 232,YSC 232,,,,,,,,0.0,
8603,0,6581,B 18,B 18,,,,,,,,0.0,
8425,0,6583,ES 2583,ES 2583,,,,,,,,0.0,
8589,405,6589,HDS 182,HDS 182,,,,,,,,0.0,
8636,0,6610,SKF 2151,SKF 2151,,,,,,,,0.0,
8649,0,6623,YSC 83,YSC 83,,,,,,,,0.0,
8627,0,6624,Σ 120,Σ 120,,,,,,,,0.0,
0,0,6626,HDS 184,HDS 184,,,,,,,,0.0,
8614,0,6630,HDO 50,HDO 50,,,,,,,,0.0,
8528,0,6633,A 939,A 939,,,,,,,,0.0,
8696,0,6634,I 1137,I 1137,,,,,,,,0.0,
9123,0,6641,HJ 3443,HJ 3443,,,,,,,,0.0,
8787,0,6651,HJ 3435,HJ 3435,,,,,,,,0.0,
8648,0,6653,RAO 6,RAO 6,,,,,,,,0.0,
8344,0,6661,HDS 185,HDS 185,,,,,,,,0.0,
8610,0,6668,ΟΣ 30,ΟΣ 30,,,,,,,,0.0,
8634,407,6669,TOK 11,TOK 11,,,,,,,,0.0,
8889,0,6677,VOU 19,VOU 19,,,,,,,,0.0,
8686,0,6679,J 1899,J 1899,,,,,,,,0.0,
8622,0,6683,A 1907,A 1907,,,,,,,,0.0,
8844,0,6684,HDS 186,HDS 186,,,,,,,,0.0,
8703,0,6695,A 2213,A 2213,,,,,,,,0.0,
8673,410,6702,WSI 96,WSI 96,,,,,,,,0.0,
8944,0,6703,DON 17,DON 17,,,,,,,,0.0,
8806,0,6704,I 711,I 711,,,,,,,,0.0,
8766,0,6707,Σ 124,Σ 124,,,,,,,,0.0,
8671,409,6711,TOK 456,TOK 456,,,,,,,,0.0,
8765,0,6712,TOK 204,TOK 204,,,,,,,,0.0,
8739,0,6722,HDS 187,HDS 187,,,,,,,,0.0,
8803,419,6751,Σ 122,Σ 122,,,,,,,,0.0,
8745,0,6752,HJL 1009,HJL 1009,,,,,,,,0.0,
8879,423,6759,LDS 2199,LDS 2199,,,,,,,,0.0,
8878,0,6761,RSS 3,RSS 3,,,,,,,,0.0,
8840,0,6763,HDS 189,HDS 189,,,,,,,,0.0,
8887,0,6771,HJ 3436,HJ 3436,,,,,,,,0.0,
0,0,6778,UC 558,UC 558,,,,,,,,0.0,
8896,0,6789,RST 2261,RST 2261,,,,,,,,0.0,
8865,0,6790,WZ 3,WZ 3,,,,,,,,0.0,
8857,0,6792,OCC 75,OCC 75,,,,,,,,0.0,
236740,0,6793,β 1102,β 1102,,,,,,,,0.0,
8801,418,6794,HO 7,HO 7,,,,,,,,0.0,
8912,0,6795,SKF 1266,SKF 1266,,,,,,,,0.0,
8839,0,6814,HDS 190,HDS 190,,,,,,,,0.0,
232440,0,6839,HDS 191,HDS 191,,,,,,,,0.0,
8975,0,6842,LDS 2201,LDS 2201,,,,,,,,0.0,
8855,0,6848,BAG 37,BAG 37,,,,,,,,0.0,
8957,0,6849,HJ 3437,HJ 3437,,,,,,,,0.0,
8846,0,6850,HDS 193,HDS 193,,,,,,,,0.0,
8985,0,6854,SKF 1267,SKF 1267,,,,,,,,0.0,
9054,0,6856,CVN 2,CVN 2,,,,,,,,0.0,
8942,0,6860,AG 18,AG 18,,,,,,,,0.0,
8884,0,6864,AC 14,AC 14,,,,,,,,0.0,
8949,426,6868,S 398,S 398,,,,,,,,0.0,
8941,0,6869,BDT 1,BDT 1,,,,,,,,0.0,
8999,0,6870,RST 3355,RST 3355,,,,,,,,0.0,
8956,0,6873,YR 7,YR 7,,,,,,,,0.0,
8893,0,6882,A 941,A 941,,,,,,,,0.0,
9076,0,6892,B 19,B 19,,,,,,,,0.0,
9084,0,6905,SKF 1268,SKF 1268,,,,,,,,0.0,
8730,0,6914,HJ 2045,HJ 2045,,,,,,,,0.0,
8997,0,6917,HO 9,HO 9,,,,,,,,0.0,
9035,0,6919,HDS 195,HDS 195,,,,,,,,0.0,
9048,0,6922,A 2317,A 2317,,,,,,,,0.0,
0,0,6929,Σ 126,Σ 126,,,,,,,,0.0,
8995,0,6943,TOK 457,TOK 457,,,,,,,,0.0,
9023,0,6948,β pm 20,β pm 20,,β pm 20,,,,,,0.0,
9221,0,6962,RST 5494,RST 5494,,,,,,,,0.0,
9071,0,6966,A 1910,A 1910,,,,,,,,0.0,
9070,0,6978,ENG 6,ENG 6,,,,,,,,0.0,
0,0,6983,AG 19,AG 19,,,,,,,,0.0,
9175,0,6990,I 445,I 445,,,,,,,,0.0,
9229,0,6992,HDS 196,HDS 196,,,,,,,,0.0,
9148,0,7011,Σ 129,Σ 129,,,,,,,,0.0,
9022,0,7013,GRF 27,GRF 27,,,,,,,,0.0,
9228,436,7016,β 1230,β 1230,,,,,,,,0.0,
8989,0,7019,MLR 118,MLR 118,,,,,,,,0.0,
9216,0,7021,B 2516,B 2516,,,,,,,,0.0,
9181,0,7022,A 2318,A 2318,,,,,,,,0.0,
9283,0,7024,I 1609,I 1609,,,,,,,,0.0,
9227,0,7038,A 441,A 441,,,,,,,,0.0,
9379,0,7040,TOK 183,TOK 183,,,,,,,,0.0,
9187,0,7048,HDS 197,HDS 197,,,,,,,,0.0,
9169,0,7067,ES 4,ES 4,,,,,,,,0.0,
9361,0,7072,HU 1344,HU 1344,,,,,,,,0.0,
9278,0,7075,HDS 198,HDS 198,,,,,,,,0.0,
9310,0,7077,SKF 2153,SKF 2153,,,,,,,,0.0,
9236,0,7081,SKF 1602,SKF 1602,,,,,,,,0.0,
9300,0,7089,KPP 2685,KPP 2685,,,,,,,,0.0,
9336,0,7108,HJ 2052,HJ 2052,,,,,,,,0.0,
0,0,7120,CHR 198,CHR 198,,,,,,,,0.0,
9413,0,7137,I 712,I 712,,,,,,,,0.0,
0,0,7141,YSC 25,YSC 25,,,,,,,,0.0,
9312,0,7143,Σ 132,Σ 132,,,,,,,,0.0,
9451,0,7161,ARG 4,ARG 4,,,,,,,,0.0,
9410,0,7168,LDS 2204,LDS 2204,,,,,,,,0.0,
9516,0,7176,B 654,B 654,,,,,,,,0.0,
9610,0,7177,UC 573,UC 573,,,,,,,,0.0,
9419,0,7178,HDS 201,HDS 201,,,,,,,,0.0,
9165,0,7182,HDS 199,HDS 199,,,,,,,,0.0,
9528,0,7183,NSN 215,NSN 215,,,,,,,,0.0,
9397,0,7184,OCC 426,OCC 426,,,,,,,,0.0,
9250,0,7192,EVS 9,EVS 9,,,,,,,,0.0,
9526,0,7199,HJ 3445,HJ 3445,,,,,,,,0.0,
9344,0,7205,HDS 202,HDS 202,,,,,,,,0.0,
0,0,7214,HDS 203,HDS 203,,,,,,,,0.0,
9331,0,7221,KPP 3141,KPP 3141,,,,,,,,0.0,
9578,0,7240,MUG 19,MUG 19,,,,,,,,0.0,
9496,0,7243,ΟΣ 31,ΟΣ 31,,,,,,,,0.0,
9472,0,7244,MET 13,MET 13,,,,,,,,0.0,
9164,0,7249,HDS 204,HDS 204,,,,,,,,0.0,
9352,439,7251,MCA 3,MCA 3,,,,,,,,0.0,
9619,0,7254,HDS 205,HDS 205,,,,,,,,0.0,
9888,0,7264,B 1916,B 1916,,,,,,,,0.0,
9483,0,7269,HDS 207,HDS 207,,,,,,,,0.0,
10042,467,7271,HJ 3453,HJ 3453,,,,,,,,0.0,
9575,0,7274,HWE 4,HWE 4,,,,,,,,0.0,
9537,0,7281,RBR 32,RBR 32,,,,,,,,0.0,
9662,0,7286,HDS 208,HDS 208,,,,,,,,0.0,
9734,0,7290,RST 1221,RST 1221,,,,,,,,0.0,
9480,0,7299,ARG 5,ARG 5,,,,,,,,0.0,
9772,0,7305,HJ 3446,HJ 3446,,,,,,,,0.0,
9651,0,7306,HDS 209,HDS 209,,,,,,,,0.0,
9492,0,7313,ES 1493,ES 1493,,,,,,,,0.0,
9626,0,7324,A 314,A 314,,,,,,,,0.0,
9733,0,7327,I 51,I 51,,,,,,,,0.0,
9718,0,7329,HDS 210,HDS 210,,,,,,,,0.0,
0,0,7337,A 1913,A 1913,,,,,,,,0.0,
9382,0,7351,Σ 130,Σ 130,,,,,,,,0.0,
9648,0,7352,YSC 141,YSC 141,,,,,,,,0.0,
9731,0,7363,RST 2264,RST 2264,,,,,,,,0.0,
9729,0,7373,SKF 2155,SKF 2155,,,,,,,,0.0,
9769,0,7384,SKF 2156,SKF 2156,,,,,,,,0.0,
9755,0,7385,RSS 49,RSS 49,,,,,,,,0.0,
9796,0,7396,LSC 14,LSC 14,,,,,,,,0.0,
9546,0,7400,MLB 280,MLB 280,,,,,,,,0.0,
9701,0,7406,β 507,β 507,,,,,,,,0.0,
9793,0,7407,HU 419,HU 419,,,,,,,,0.0,
9833,0,7410,JKS 3,JKS 3,,,,,,,,0.0,
9454,0,7413,A 816,A 816,,,,,,,,0.0,
0,0,7422,LDS 1533,LDS 1533,,,,,,,,0.0,
9925,0,7430,HJ 3449,HJ 3449,,,,,,,,0.0,
9728,0,7439,LDS 1107,LDS 1107,,,,,,,,0.0,
9847,0,7446,HJ 2061,HJ 2061,,,,,,,,0.0,
9817,0,7456,Σ 138,Σ 138,,,,,,,,0.0,
0,0,7460,HJ 3448,HJ 3448,,,,,,,,0.0,
9855,0,7476,β 869,β 869,,,,,,,,0.0,
9891,0,7480,RST 3360,RST 3360,,,,,,,,0.0,
9815,0,7490,GRV 92,GRV 92,,,,,,,,0.0,
9862,0,7491,A 2402,A 2402,,,,,,,,0.0,
9341,0,7492,Σ 127,Σ 127,,,,,,,,0.0,
9989,0,7510,I 713,I 713,,,,,,,,0.0,
9968,0,7530,YSC 84,YSC 84,,,,,,,,0.0,
9841,0,7540,A 817,A 817,,,,,,,,0.0,
9812,0,7559,ΟΣ 33,ΟΣ 33,,,,,,,,0.0,
10693,0,7560,GLI 14,GLI 14,,,,,,,,0.0,
236805,0,7566,DOB 2,DOB 2,,,,,,,,0.0,
10008,0,7576,CAB 3,CAB 3,,,,,,,,0.0,
10009,466,7580,KUI 7,KUI 7,,,,,,,,0.0,
