HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,Vmag,IsMultiple,UpdateName
102528,0,57560,RST 2765,RST 2765,,,,,,,,0.0,
102524,0,57570,Σ 3074,Σ 3074,,,,,,,,0.0,
102579,0,57572,GLI 168,GLI 168,,,,,,,,0.0,
102562,0,57578,RST 555,RST 555,,,,,,,,0.0,
102632,0,57610,R 9001,R 9001,,,,,,,,0.0,
102634,4533,57629,SKF 891,SKF 891,,,,,,,,0.0,
102616,0,57639,Σ 1573,Σ 1573,,,,,,,,0.0,
102693,0,57644,RST 2768,RST 2768,,,,,,,,0.0,
102691,0,57647,HDS 1668,HDS 1668,,,,,,,,0.0,
309120,0,57649,RSS 275,RSS 275,,,,,,,,0.0,
102703,0,57657,φ 366,φ 366,,,,,,,,0.0,
102695,0,57662,LDS 4148,LDS 4148,,,,,,,,0.0,
102762,0,57690,HJ 190,HJ 190,,,,,,,,0.0,
102760,0,57695,HDS 1669,HDS 1669,,,,,,,,0.0,
102804,0,57698,TOK 718,TOK 718,,,,,,,,0.0,
102778,0,57705,SKF 2637,SKF 2637,,,,,,,,0.0,
102814,0,57710,JNN 162,JNN 162,,,,,,,,0.0,
102809,0,57721,YSC 95,YSC 95,,,,,,,,0.0,
102844,0,57740,A 1357,A 1357,,,,,,,,0.0,
102859,0,57744,LDS 370,LDS 370,,,,,,,,0.0,
102902,0,57759,SKF 1909,SKF 1909,,,,,,,,0.0,
102937,0,57776,HU 1487,HU 1487,,,,,,,,0.0,
102910,4543,57779,HJ 1201,HJ 1201,,,,,,,,0.0,
0,0,57788,HU 889,HU 889,,,,,,,,0.0,
102928,4544,57791,MCA 36,MCA 36,,,,,,,,0.0,
102926,0,57795,HDS 1671,HDS 1671,,,,,,,,0.0,
102942,4545,57805,ARG 101,ARG 101,,,,,,,,0.0,
102980,0,57807,B 2287,B 2287,,,,,,,,0.0,
102990,4547,57819,KUI 59,KUI 59,,,,,,,,0.0,
102988,0,57821,HDS 1672,HDS 1672,,,,,,,,0.0,
103014,0,57827,TOK 847,TOK 847,,,,,,,,0.0,
103012,0,57845,HJ 842,HJ 842,,,,,,,,0.0,
103066,0,57848,GLI 169,GLI 169,,,,,,,,0.0,
103036,0,57850,CHR 36,CHR 36,,,,,,,,0.0,
103079,4549,57851,COO 130,COO 130,,,,,,,,0.0,
103047,0,57858,Σ 1575,Σ 1575,,,,,,,,0.0,
0,0,57859,HU 731,HU 731,,,,,,,,0.0,
103076,0,57860,λ 137,λ 137,,,,,,,,0.0,
103101,4551,57870,I 892,I 892,,,,,,,,0.0,
103119,0,57880,RST 1619,RST 1619,,,,,,,,0.0,
103116,0,57887,B 1708,B 1708,,,,,,,,0.0,
103112,0,57888,LDS 4152,LDS 4152,,,,,,,,0.0,
0,0,57891,HDS 1675,HDS 1675,,,,,,,,0.0,
103130,0,57894,HDS 1676,HDS 1676,,,,,,,,0.0,
0,0,57906,SKF 2798,SKF 2798,,,,,,,,0.0,
103127,0,57910,ES 1826,ES 1826,,,,,,,,0.0,
103173,0,57919,UC 2227,UC 2227,,,,,,,,0.0,
103152,0,57920,SHJ 132,SHJ 132,,,,,,,,0.0,
0,0,57929,Σ 1576,Σ 1576,,,,,,,,0.0,
103207,0,57937,DON 501,DON 501,,,,,,,,0.0,
103232,0,57953,RST 558,RST 558,,,,,,,,0.0,
103228,0,57955,A 2579,A 2579,,,,,,,,0.0,
103262,0,57975,HJ 1203,HJ 1203,,,,,,,,0.0,
103276,0,57979,A 2381,A 2381,,,,,,,,0.0,
103272,0,57985,ΟΣ 240,ΟΣ 240,,,,,,,,0.0,
0,0,57989,HDS 1677,HDS 1677,,,,,,,,0.0,
103291,0,57991,TVB 247,TVB 247,,,,,,,,0.0,
103246,0,57994,β 794,β 794,,,,,,,,0.0,
103336,0,57996,HDS 1678,HDS 1678,,,,,,,,0.0,
103311,0,58006,YSC 96,YSC 96,,,,,,,,0.0,
103310,0,58008,HU 1256,HU 1256,,,,,,,,0.0,
103345,0,58015,RST 2772,RST 2772,,,,,,,,0.0,
103321,0,58026,A 75,A 75,,,,,,,,0.0,
103353,0,58028,SKF 2695,SKF 2695,,,,,,,,0.0,
0,0,58036,HJ 512,HJ 512,,,,,,,,0.0,
103394,0,58043,λ 139,λ 139,,,,,,,,0.0,
103437,4557,58057,HWE 71,HWE 71,,,,,,,,0.0,
103436,0,58066,SKF 1050,SKF 1050,,,,,,,,0.0,
103432,0,58067,ΟΣΣ 112,ΟΣΣ 112,,,,,,,,0.0,
103431,0,58073,Lβ 14,Lβ 14,,,,,,,,0.0,
103450,0,58078,I 1215,I 1215,,,,,,,,0.0,
103482,0,58085,SHY 230,SHY 230,,,,,,,,0.0,
103480,0,58090,I 79,I 79,,,,,,,,0.0,
0,0,58098,SKF 1346,SKF 1346,,,,,,,,0.0,
103508,0,58101,I 1216,I 1216,,,,,,,,0.0,
103493,0,58106,HLD 114,HLD 114,,,,,,,,0.0,
103501,0,58113,RBR 40,RBR 40,,,,,,,,0.0,
0,0,58116,HU 1257,HU 1257,,,,,,,,0.0,
103498,4561,58117,BAG 46,BAG 46,,,,,,,,0.0,
103558,0,58126,HDS 1679,HDS 1679,,,,,,,,0.0,
103567,0,58131,I 80,I 80,,,,,,,,0.0,
103546,0,58141,HJ 2591,HJ 2591,,,,,,,,0.0,
0,0,58171,AG 434,AG 434,,,,,,,,0.0,
103620,0,58174,HDS 1681,HDS 1681,,,,,,,,0.0,
103634,0,58178,HU 1489,HU 1489,,,,,,,,0.0,
103673,0,58180,TOK 145,TOK 145,,,,,,,,0.0,
103613,0,58184,CHR 258,CHR 258,,,,,,,,0.0,
103628,0,58187,Σ 1582,Σ 1582,,,,,,,,0.0,
103626,0,58195,Σ 1581,Σ 1581,,,,,,,,0.0,
103659,0,58208,ΟΣ 241,ΟΣ 241,,,,,,,,0.0,
0,0,58210,HDS 1682,HDS 1682,,,,,,,,0.0,
103703,0,58220,JNN 163,JNN 163,,,,,,,,0.0,
103713,0,58226,TOK 848,TOK 848,,,,,,,,0.0,
0,0,58234,TOI 680,TOI 680,,,,,,,,0.0,
103707,0,58235,Σ 1585,Σ 1585,,,,,,,,0.0,
103742,0,58240,CVN 86,CVN 86,,,,,,,,0.0,
103740,0,58251,CHR 220,CHR 220,,,,,,,,0.0,
103760,0,58254,KPP 3857,KPP 3857,,,,,,,,0.0,
103739,0,58261,Σ 1586,Σ 1586,,,,,,,,0.0,
103753,0,58264,TOK 553,TOK 553,,,,,,,,0.0,
103787,0,58270,HU 1490,HU 1490,,,,,,,,0.0,
103783,0,58282,OCC 202,OCC 202,,,,,,,,0.0,
103823,0,58283,SKF 1911,SKF 1911,,,,,,,,0.0,
103875,0,58291,I 893,I 893,,,,,,,,0.0,
103817,0,58298,HJ 4481,HJ 4481,,,,,,,,0.0,
103856,0,58301,RST 564,RST 564,,,,,,,,0.0,
0,0,58309,A 2486,A 2486,,,,,,,,0.0,
103831,0,58319,GRV 846,GRV 846,,,,,,,,0.0,
0,0,58325,GWP 1714,GWP 1714,,,,,,,,0.0,
103884,4573,58326,SHT 41,SHT 41,,,,,,,,0.0,
103899,0,58332,I 894,I 894,,,,,,,,0.0,
103876,0,58342,HDS 1683,HDS 1683,,,,,,,,0.0,
103937,0,58346,COO 131,COO 131,,,,,,,,0.0,
103921,0,58347,HDS 1684,HDS 1684,,,,,,,,0.0,
103941,0,58351,B 1712,B 1712,,,,,,,,0.0,
103902,0,58366,HDS 1685,HDS 1685,,,,,,,,0.0,
103975,0,58380,KPP 2916,KPP 2916,,,,,,,,0.0,
103973,0,58381,COO 132,COO 132,,,,,,,,0.0,
103976,0,58384,HDS 1686,HDS 1686,,,,,,,,0.0,
103974,4577,58388,HJ 4484,HJ 4484,,,,,,,,0.0,
103943,0,58390,BVD 220,BVD 220,,,,,,,,0.0,
103994,0,58399,SLR 24,SLR 24,,,,,,,,0.0,
104006,0,58401,LDS 6256,LDS 6256,,,,,,,,0.0,
104036,0,58410,BRC 7,BRC 7,,,,,,,,0.0,
104021,0,58416,KOU 5,KOU 5,,,,,,,,0.0,
104028,0,58423,A 2161,A 2161,,,,,,,,0.0,
104025,0,58426,OCC 665,OCC 665,,,,,,,,0.0,
104039,4579,58436,I 510,I 510,,,,,,,,0.0,
104055,4580,58445,J 92,J 92,,,,,,,,0.0,
0,0,58448,HDS 1687,HDS 1687,,,,,,,,0.0,
104080,0,58452,SHT 42,SHT 42,,,,,,,,0.0,
104083,0,58456,COO 133,COO 133,,,,,,,,0.0,
104075,4581,58460,β 919,β 919,,,,,,,,0.0,
104101,0,58466,OCC 708,OCC 708,,,,,,,,0.0,
0,0,58471,HO 534,HO 534,,,,,,,,0.0,
0,0,58479,GRV 847,GRV 847,,,,,,,,0.0,
104154,0,58487,RST 5361,RST 5361,,,,,,,,0.0,
104167,0,58493,UC 2248,UC 2248,,,,,,,,0.0,
104148,0,58496,ΟΣ 243,ΟΣ 243,,,,,,,,0.0,
233887,0,58497,COU 1906,COU 1906,,,,,,,,0.0,
104197,0,58507,LDS 377,LDS 377,,,,,,,,0.0,
104213,0,58518,RST 4953,RST 4953,,,,,,,,0.0,
104206,0,58524,HJ 513,HJ 513,,,,,,,,0.0,
104202,0,58525,β 795,β 795,,,,,,,,0.0,
104204,0,58530,ΟΣΣ 114,ΟΣΣ 114,,,,,,,,0.0,
104147,0,58531,Σ 1583,Σ 1583,,,,,,,,0.0,
104255,0,58544,HJ 4488,HJ 4488,,,,,,,,0.0,
104267,0,58551,DAW 135,DAW 135,,,,,,,,0.0,
104263,0,58558,EGN 13,EGN 13,,,,,,,,0.0,
104296,0,58566,RSS 276,RSS 276,,,,,,,,0.0,
104288,0,58567,A 1088,A 1088,,,,,,,,0.0,
104290,0,58568,HDS 1688,HDS 1688,,,,,,,,0.0,
104307,4588,58574,β 1079,β 1079,,,,,,,,0.0,
104304,4587,58576,SCP 1,SCP 1,,,,,,,,0.0,
104324,0,58579,HU 132,HU 132,,,,,,,,0.0,
104342,0,58582,TOK 147,TOK 147,,,,,,,,0.0,
104344,0,58583,RST 2775,RST 2775,,,,,,,,0.0,
104334,0,58600,A 1779,A 1779,,,,,,,,0.0,
104385,0,58614,RST 1631,RST 1631,,,,,,,,0.0,
104433,0,58623,RSS 278,RSS 278,,,,,,,,0.0,
104415,0,58629,β 457,β 457,,,,,,,,0.0,
104408,0,58637,FYM 166,FYM 166,,,,,,,,0.0,
104409,0,58639,Σ 1591,Σ 1591,,,,,,,,0.0,
0,0,58640,HDS 1689,HDS 1689,,,,,,,,0.0,
104444,0,58647,RST 568,RST 568,,,,,,,,0.0,
104425,0,58648,HDS 1690,HDS 1690,,,,,,,,0.0,
104435,0,58651,Σ 1590,Σ 1590,,,,,,,,0.0,
0,0,58659,COU 1752,COU 1752,,,,,,,,0.0,
104472,0,58660,I 895,I 895,,,,,,,,0.0,
104478,0,58670,DAW 59,DAW 59,,,,,,,,0.0,
104481,0,58674,GLI 171,GLI 171,,,,,,,,0.0,
104484,0,58678,ΟΣΣ 116,ΟΣΣ 116,,,,,,,,0.0,
104509,0,58680,JNN 165,JNN 165,,,,,,,,0.0,
104533,0,58692,RST 570,RST 570,,,,,,,,0.0,
0,0,58693,Σ 1588,Σ 1588,,,,,,,,0.0,
104555,4595,58697,HJ 4490,HJ 4490,,,,,,,,0.0,
0,0,58701,A 2165,A 2165,,,,,,,,0.0,
104563,0,58705,RST 5362,RST 5362,,,,,,,,0.0,
104558,0,58707,HO 535,HO 535,,,,,,,,0.0,
104556,0,58708,FOR 1,FOR 1,,,,,,,,0.0,
104557,0,58716,HDS 1692,HDS 1692,,,,,,,,0.0,
104591,0,58727,A 2581,A 2581,,,,,,,,0.0,
104603,0,58731,HDS 1693,HDS 1693,,,,,,,,0.0,
104621,0,58746,HJ 515,HJ 515,,,,,,,,0.0,
104673,0,58760,HDS 1695,HDS 1695,,,,,,,,0.0,
104666,0,58761,HDS 1694,HDS 1694,,,,,,,,0.0,
104663,0,58763,I 897,I 897,,,,,,,,0.0,
104694,0,58780,RSS 279,RSS 279,,,,,,,,0.0,
104711,0,58791,Σ 1593,Σ 1593,,,,,,,,0.0,
104747,0,58799,λ 143,λ 143,,,,,,,,0.0,
104742,0,58807,A 681,A 681,,,,,,,,0.0,
104760,0,58813,HJ 4491,HJ 4491,,,,,,,,0.0,
104765,0,58814,HLD 115,HLD 115,,,,,,,,0.0,
104764,0,58816,HJ 4492,HJ 4492,,,,,,,,0.0,
104791,0,58827,DAW 137,DAW 137,,,,,,,,0.0,
104788,0,58830,HDS 1696,HDS 1696,,,,,,,,0.0,
104805,0,58837,I 1217,I 1217,,,,,,,,0.0,
0,0,58846,HDS 1697,HDS 1697,,,,,,,,0.0,
104815,0,58850,A 682,A 682,,,,,,,,0.0,
104835,0,58861,β 458,β 458,,,,,,,,0.0,
104830,0,58864,Σ 1595,Σ 1595,,,,,,,,0.0,
104860,0,58876,MET 59,MET 59,,,,,,,,0.0,
104868,0,58878,RSS 281,RSS 281,,,,,,,,0.0,
104864,0,58888,RST 5363,RST 5363,,,,,,,,0.0,
104895,0,58897,HDS 1699,HDS 1699,,,,,,,,0.0,
104897,0,58899,JNN 166,JNN 166,,,,,,,,0.0,
104909,0,58904,RST 4955,RST 4955,,,,,,,,0.0,
104924,0,58916,Σ 1597,Σ 1597,,,,,,,,0.0,
104923,0,58919,LEP 49,LEP 49,,,,,,,,0.0,
238067,0,58920,HDS 1701,HDS 1701,,,,,,,,0.0,
0,0,58925,AHD 9024,AHD 9024,,,,,,,,0.0,
104949,0,58926,HDS 1702,HDS 1702,,,,,,,,0.0,
0,0,58939,GIC 103,GIC 103,,,,,,,,0.0,
104971,0,58942,φ 421,φ 421,,,,,,,,0.0,
104990,0,58956,RSS 282,RSS 282,,,,,,,,0.0,
104999,0,58963,CBL 141,CBL 141,,,,,,,,0.0,
105027,0,58974,DON 509,DON 509,,,,,,,,0.0,
105031,0,58980,Σ 1600,Σ 1600,,,,,,,,0.0,
105036,0,58981,HJ 198,HJ 198,,,,,,,,0.0,
105030,0,58982,ΟΣ 244,ΟΣ 244,,,,,,,,0.0,
105043,4610,58989,HU 1136,HU 1136,,,,,,,,0.0,
105053,0,58991,HDS 1705,HDS 1705,,,,,,,,0.0,
105065,0,59000,WNO 54,WNO 54,,,,,,,,0.0,
105073,0,59004,HDS 1707,HDS 1707,,,,,,,,0.0,
105077,0,59006,B 219,B 219,,,,,,,,0.0,
105072,0,59007,HDS 1706,HDS 1706,,,,,,,,0.0,
105078,4612,59008,λ 144,λ 144,,,,,,,,0.0,
105085,0,59015,WSI 103,WSI 103,,,,,,,,0.0,
105122,0,59017,Σ 3123,Σ 3123,,,,,,,,0.0,
105113,0,59021,HJ 4495,HJ 4495,,,,,,,,0.0,
0,0,59028,Σ 1601,Σ 1601,,,,,,,,0.0,
105127,0,59036,B 1714,B 1714,,,,,,,,0.0,
105144,0,59041,ARA 1790,ARA 1790,,,,,,,,0.0,
105133,0,59042,B 1205,B 1205,,,,,,,,0.0,
105156,0,59049,HDS 1708,HDS 1708,,,,,,,,0.0,
105173,0,59055,HJ 4500,HJ 4500,,,,,,,,0.0,
105196,0,59070,HDS 1709,HDS 1709,,,,,,,,0.0,
105207,0,59071,ENO 4,ENO 4,,,,,,,,0.0,
105227,0,59077,UC 2274,UC 2274,,,,,,,,0.0,
105217,0,59078,HO 255,HO 255,,,,,,,,0.0,
105219,0,59080,HJ 1210,HJ 1210,,,,,,,,0.0,
105234,0,59093,BRC 10,BRC 10,,,,,,,,0.0,
105287,0,59094,Σ 1602,Σ 1602,,,,,,,,0.0,
105256,0,59101,HDS 1710,HDS 1710,,,,,,,,0.0,
105265,0,59104,A 2982,A 2982,,,,,,,,0.0,
105288,0,59115,HJ 2596,HJ 2596,,,,,,,,0.0,
105304,0,59126,LDS 4179,LDS 4179,,,,,,,,0.0,
105307,0,59134,SHN 272,SHN 272,,,,,,,,0.0,
105322,0,59137,HJ 199,HJ 199,,,,,,,,0.0,
0,0,59145,LEP 50,LEP 50,,,,,,,,0.0,
105369,0,59162,A 1998,A 1998,,,,,,,,0.0,
105371,0,59165,GRV 851,GRV 851,,,,,,,,0.0,
105421,0,59176,Σ 1603,Σ 1603,,,,,,,,0.0,
105426,0,59187,OCC 84,OCC 84,,,,,,,,0.0,
105439,0,59190,HDS 1712,HDS 1712,,,,,,,,0.0,
105442,0,59193,ES 2641,ES 2641,,,,,,,,0.0,
105428,0,59195,β 412,β 412,,,,,,,,0.0,
105470,0,59206,HDS 1713,HDS 1713,,,,,,,,0.0,
105518,0,59230,OCC 510,OCC 510,,,,,,,,0.0,
105547,0,59244,KU 102,KU 102,,,,,,,,0.0,
105567,0,59250,TOK 148,TOK 148,,,,,,,,0.0,
105541,0,59251,I 1095,I 1095,,,,,,,,0.0,
105545,0,59254,HDS 1715,HDS 1715,,,,,,,,0.0,
105568,0,59255,Σ 3078,Σ 3078,,,,,,,,0.0,
105584,0,59258,TOK 554,TOK 554,,,,,,,,0.0,
105563,0,59265,HRG 74,HRG 74,,,,,,,,0.0,
105601,0,59271,MET 8,MET 8,,,,,,,,0.0,
105590,0,59272,Σ 1604,Σ 1604,,,,,,,,0.0,
0,0,59276,GRV 853,GRV 853,,,,,,,,0.0,
105615,0,59281,HDS 1716,HDS 1716,,,,,,,,0.0,
105627,0,59288,HDS 1717,HDS 1717,,,,,,,,0.0,
105646,0,59290,I 216,I 216,,,,,,,,0.0,
105671,0,59296,LDS 385,LDS 385,,,,,,,,0.0,
0,0,59321,SKF 238,SKF 238,,,,,,,,0.0,
105775,0,59354,λ 146,λ 146,,,,,,,,0.0,
105942,0,59355,HDS 1718,HDS 1718,,,,,,,,0.0,
105824,0,59366,Σ 1606,Σ 1606,,,,,,,,0.0,
105860,0,59379,A 1595,A 1595,,,,,,,,0.0,
105837,0,59380,KIR 15,KIR 15,,,,,,,,0.0,
105943,4639,59384,SHJ 136,SHJ 136,,,,,,,,0.0,
105852,4636,59392,I 423,I 423,,,,,,,,0.0,
105856,0,59395,HU 1604,HU 1604,,,,,,,,0.0,
105866,0,59400,HDS 1719,HDS 1719,,,,,,,,0.0,
105869,0,59402,A 77,A 77,,,,,,,,0.0,
105913,0,59426,S 634,S 634,,,,,,,,0.0,
105925,0,59428,LDS 4186,LDS 4186,,,,,,,,0.0,
0,0,59445,Σ 1607,Σ 1607,,,,,,,,0.0,
105968,0,59452,HDS 1720,HDS 1720,,,,,,,,0.0,
105980,0,59454,Σ 1609,Σ 1609,,,,,,,,0.0,
106053,0,59463,HDS 1721,HDS 1721,,,,,,,,0.0,
105974,0,59464,HDS 1722,HDS 1722,,,,,,,,0.0,
106003,0,59471,Σ 1610,Σ 1610,,,,,,,,0.0,
105979,0,59473,HDS 1724,HDS 1724,,,,,,,,0.0,
106055,0,59474,HDS 1723,HDS 1723,,,,,,,,0.0,
106025,0,59478,A 1780,A 1780,,,,,,,,0.0,
106028,0,59479,YSC 235,YSC 235,,,,,,,,0.0,
105994,0,59481,JNN 167,JNN 167,,,,,,,,0.0,
105999,0,59487,RSS 283,RSS 283,,,,,,,,0.0,
106072,0,59497,HDS 1725,HDS 1725,,,,,,,,0.0,
106036,0,59502,KOU 7,KOU 7,,,,,,,,0.0,
238090,0,59514,VYS 5,VYS 5,,,,,,,,0.0,
106092,0,59519,LDS 4189,LDS 4189,,,,,,,,0.0,
106051,0,59530,GLI 175,GLI 175,,,,,,,,0.0,
106116,0,59532,LPM 416,LPM 416,,,,,,,,0.0,
106114,0,59540,Σ 1613,Σ 1613,,,,,,,,0.0,
106125,0,59553,TOB 236,TOB 236,,,,,,,,0.0,
106143,0,59562,HJ 4507,HJ 4507,,,,,,,,0.0,
106144,0,59568,HDS 1728,HDS 1728,,,,,,,,0.0,
106181,0,59584,UC 2294,UC 2294,,,,,,,,0.0,
106221,0,59585,Σ 1614,Σ 1614,,,,,,,,0.0,
106203,0,59601,RSS 284,RSS 284,,,,,,,,0.0,
106232,0,59606,I 1551,I 1551,,,,,,,,0.0,
106206,0,59614,LDS 392,LDS 392,,,,,,,,0.0,
106257,4651,59622,HWE 72,HWE 72,,,,,,,,0.0,
106271,0,59629,B 221,B 221,,,,,,,,0.0,
0,0,59630,HU 570,HU 570,,,,,,,,0.0,
0,0,59633,A 1849,A 1849,,,,,,,,0.0,
106313,0,59643,LEP 52,LEP 52,,,,,,,,0.0,
106314,0,59646,β pm 138,β pm 138,,β pm 138,,,,,,0.0,
106349,0,59656,HJ 2603,HJ 2603,,,,,,,,0.0,
106338,0,59659,λ 147,λ 147,,,,,,,,0.0,
106365,0,59660,Σ 1615,Σ 1615,,,,,,,,0.0,
106337,0,59662,λ 148,λ 148,,,,,,,,0.0,
106366,0,59666,NSN 626,NSN 626,,,,,,,,0.0,
0,0,59667,A 2058,A 2058,,,,,,,,0.0,
0,0,59671,KPP 2233,KPP 2233,,,,,,,,0.0,
106400,0,59683,HU 1137,HU 1137,,,,,,,,0.0,
106423,0,59690,Σ 1616,Σ 1616,,,,,,,,0.0,
106421,0,59692,SKF 1473,SKF 1473,,,,,,,,0.0,
106389,0,59693,JNN 168,JNN 168,,,,,,,,0.0,
106453,0,59707,B 222,B 222,,,,,,,,0.0,
106494,0,59715,UC 2302,UC 2302,,,,,,,,0.0,
106488,0,59729,SLR 10,SLR 10,,,,,,,,0.0,
106310,0,59731,GLI 176,GLI 176,,,,,,,,0.0,
106498,0,59732,HJ 204,HJ 204,,,,,,,,0.0,
106512,0,59739,Σ 1618,Σ 1618,,,,,,,,0.0,
106496,0,59740,Σ 1617,Σ 1617,,,,,,,,0.0,
106515,0,59743,Σ 1619,Σ 1619,,,,,,,,0.0,
106516,4657,59750,β pm 139,β pm 139,,β pm 139,,,,,,0.0,
106592,0,59776,A 1999,A 1999,,,,,,,,0.0,
106549,0,59780,RST 1658,RST 1658,,,,,,,,0.0,
106538,0,59781,LPO 35,LPO 35,,,,,,,,0.0,
106569,0,59782,B 223,B 223,,,,,,,,0.0,
106552,0,59786,I 902,I 902,,,,,,,,0.0,
106579,0,59787,OCC 444,OCC 444,,,,,,,,0.0,
106508,0,59798,φ 195,φ 195,,,,,,,,0.0,
106612,4661,59801,β 920,β 920,,,,,,,,0.0,
106621,0,59804,Σ 1620,Σ 1620,,,,,,,,0.0,
106622,0,59808,RST 4495,RST 4495,,,,,,,,0.0,
106631,0,59815,DON 1097,DON 1097,,,,,,,,0.0,
0,0,59816,Σ 1621,Σ 1621,,,,,,,,0.0,
106689,0,59820,HU 736,HU 736,,,,,,,,0.0,
106633,0,59822,φ 196,φ 196,,,,,,,,0.0,
106664,0,59825,DAW 138,DAW 138,,,,,,,,0.0,
106667,0,59826,I 1219,I 1219,,,,,,,,0.0,
106712,0,59835,ES 124,ES 124,,,,,,,,0.0,
106725,0,59854,RST 583,RST 583,,,,,,,,0.0,
106760,4668,59856,CHR 37,CHR 37,,,,,,,,0.0,
106742,0,59865,SHY 595,SHY 595,,,,,,,,0.0,
106783,0,59870,HDS 1729,HDS 1729,,,,,,,,0.0,
106831,0,59878,Σ 1626,Σ 1626,,,,,,,,0.0,
106795,0,59896,RST 3781,RST 3781,,,,,,,,0.0,
106797,4669,59898,SHY 596,SHY 596,,,,,,,,0.0,
106832,0,59900,A 2487,A 2487,,,,,,,,0.0,
106855,0,59914,DON 520,DON 520,,,,,,,,0.0,
106877,0,59916,β 796,β 796,,,,,,,,0.0,
106847,0,59919,HDS 1730,HDS 1730,,,,,,,,0.0,
106887,4673,59923,ΟΣ 245,ΟΣ 245,,,,,,,,0.0,
106867,0,59924,CPO 345,CPO 345,,,,,,,,0.0,
106900,0,59938,JSP 525,JSP 525,,,,,,,,0.0,
106926,4676,59941,UC 2310,UC 2310,,,,,,,,0.0,
106922,4675,59950,R 193,R 193,,,,,,,,0.0,
106949,0,59958,LDS 4199,LDS 4199,,,,,,,,0.0,
106906,0,59960,BYV 1,BYV 1,,,,,,,,0.0,
106955,0,59966,β 921,β 921,,,,,,,,0.0,
106953,0,59974,RST 3783,RST 3783,,,,,,,,0.0,
107028,0,59975,ΟΣ 246,ΟΣ 246,,,,,,,,0.0,
106939,0,59978,HDS 1731,HDS 1731,,,,,,,,0.0,
106972,0,59980,COU 181,COU 181,,,,,,,,0.0,
106942,0,59981,I 1066,I 1066,,,,,,,,0.0,
106976,4678,59984,Σ 1627,Σ 1627,,,,,,,,0.0,
106970,0,59987,I 1220,I 1220,,,,,,,,0.0,
106999,0,59988,HDS 1733,HDS 1733,,,,,,,,0.0,
107051,0,59989,HDS 1732,HDS 1732,,,,,,,,0.0,
106958,0,59990,RST 2790,RST 2790,,,,,,,,0.0,
107018,0,60006,LDS 402,LDS 402,,,,,,,,0.0,
107040,0,60022,YSC 44,YSC 44,,,,,,,,0.0,
107068,0,60034,Σ 1628,Σ 1628,,,,,,,,0.0,
107048,0,60042,HDS 1735,HDS 1735,,,,,,,,0.0,
238098,0,60047,Σ 1630,Σ 1630,,,,,,,,0.0,
107106,0,60057,HJ 4513,HJ 4513,,,,,,,,0.0,
107104,0,60064,RSS 285,RSS 285,,,,,,,,0.0,
107146,0,60074,JNN 241,JNN 241,,,,,,,,0.0,
107134,0,60075,BPM 590,BPM 590,,,,,,,,0.0,
107167,0,60079,LDS 3043,LDS 3043,,,,,,,,0.0,
107148,0,60081,TOK 283,TOK 283,,,,,,,,0.0,
107143,0,60084,KOU 8,KOU 8,,,,,,,,0.0,
107126,0,60090,RST 4496,RST 4496,,,,,,,,0.0,
107169,0,60091,A 2059,A 2059,,,,,,,,0.0,
107224,0,60101,SKF 2703,SKF 2703,,,,,,,,0.0,
0,0,60108,MLR 151,MLR 151,,,,,,,,0.0,
107228,0,60112,A 1597,A 1597,,,,,,,,0.0,
107246,0,60132,B 2292,B 2292,,,,,,,,0.0,
107286,0,60140,HDS 1736,HDS 1736,,,,,,,,0.0,
107288,0,60150,β 27,β 27,,,,,,,,0.0,
107293,0,60155,Σ 1631,Σ 1631,,,,,,,,0.0,
107295,4691,60157,β 605,β 605,,,,,,,,0.0,
107341,0,60161,Σ 1632,Σ 1632,,,,,,,,0.0,
107307,0,60164,OCC 15,OCC 15,,,,,,,,0.0,
107326,4694,60168,TOK 555,TOK 555,,,,,,,,0.0,
107325,4693,60170,PIN 6,PIN 6,,,,,,,,0.0,
107379,0,60175,HDS 1737,HDS 1737,,,,,,,,0.0,
107398,4698,60197,Σ 1633,Σ 1633,,,,,,,,0.0,
107400,0,60200,Σ 1634,Σ 1634,,,,,,,,0.0,
107399,0,60206,HJ 517,HJ 517,,,,,,,,0.0,
107388,0,60207,SKF 433,SKF 433,,,,,,,,0.0,
107357,0,60211,TOB 55,TOB 55,,,,,,,,0.0,
107356,0,60214,HDS 1739,HDS 1739,,,,,,,,0.0,
107358,0,60215,DON 522,DON 522,,,,,,,,0.0,
107392,0,60219,HDS 1738,HDS 1738,,,,,,,,0.0,
107418,4699,60221,β pm 142,β pm 142,,β pm 142,,,,,,0.0,
107374,0,60223,RST 2792,RST 2792,,,,,,,,0.0,
0,0,60226,SKF 2704,SKF 2704,,,,,,,,0.0,
107422,0,60235,I 1221,I 1221,,,,,,,,0.0,
107452,0,60236,Σ 1635,Σ 1635,,,,,,,,0.0,
107434,0,60239,SKF 1915,SKF 1915,,,,,,,,0.0,
107487,0,60242,SKF 1119,SKF 1119,,,,,,,,0.0,
107437,0,60245,JNN 170,JNN 170,,,,,,,,0.0,
107456,0,60252,TOK 789,TOK 789,,,,,,,,0.0,
233925,0,60270,HDS 1741,HDS 1741,,,,,,,,0.0,
107516,0,60272,YSC 236,YSC 236,,,,,,,,0.0,
107517,0,60277,RST 3786,RST 3786,,,,,,,,0.0,
